Entity,Code,Year,"Labor force participation rate, female (% of female population ages 15+) (national estimate)"
Russia,RUS,1993,61.562
Russia,RUS,1994,59.057
Russia,RUS,1995,58.303
Russia,RUS,1996,57.235
Russia,RUS,1997,55.93
Russia,RUS,1998,55.054
Russia,RUS,1999,59.714
Russia,RUS,2000,60.03
Russia,RUS,2001,58.918
Russia,RUS,2002,60.071
Russia,RUS,2003,60.041
Russia,RUS,2004,60.829
Russia,RUS,2005,61.464
Russia,RUS,2006,61.956
Russia,RUS,2007,62.411
Russia,RUS,2008,62.23
Russia,RUS,2009,62.54
Russia,RUS,2010,62.211
Russia,RUS,2011,62.97
Russia,RUS,2012,63.223
Russia,RUS,2013,62.975
Russia,RUS,2014,63.298
Russia,RUS,2015,63.401
Russia,RUS,2016,63.795
Russia,RUS,2017,55.66
Russia,RUS,2018,55.84
Russia,RUS,2019,55.298
Russia,RUS,2020,55.103
Russia,RUS,2021,55.407
Russia,RUS,2022,55.534
Russia,RUS,2023,56.207
Rwanda,RWA,1978,92.35
Rwanda,RWA,1989,47.96
Rwanda,RWA,1996,85.09
Rwanda,RWA,2000,87.2
Rwanda,RWA,2002,77.36
Rwanda,RWA,2005,84.6
Rwanda,RWA,2012,71.75
Rwanda,RWA,2014,83.718
Rwanda,RWA,2017,54.802
Rwanda,RWA,2018,54.245
Rwanda,RWA,2019,51.944
Rwanda,RWA,2020,56.716
Rwanda,RWA,2021,52.651
Rwanda,RWA,2022,54.756
Rwanda,RWA,2023,58.143
Saint Kitts and Nevis,KNA,1960,25.68
Saint Kitts and Nevis,KNA,1970,20.93
Saint Kitts and Nevis,KNA,1980,48.48
Saint Kitts and Nevis,KNA,1991,57.11
Saint Kitts and Nevis,KNA,2001,64.42
Saint Lucia,LCA,1991,48.54
Saint Lucia,LCA,1993,61.2
Saint Lucia,LCA,1994,59.6
Saint Lucia,LCA,1995,58.2
Saint Lucia,LCA,1996,58.1
Saint Lucia,LCA,1997,59.7
Saint Lucia,LCA,1998,59.5
Saint Lucia,LCA,1999,62
Saint Lucia,LCA,2000,62
Saint Lucia,LCA,2001,53.61
Saint Lucia,LCA,2003,62.25
Saint Lucia,LCA,2004,61.8
Saint Lucia,LCA,2005,60.8
Saint Lucia,LCA,2006,61.4
Saint Lucia,LCA,2007,59.3
Saint Lucia,LCA,2008,52.41
Saint Lucia,LCA,2009,57.55
Saint Lucia,LCA,2011,61.81
Saint Lucia,LCA,2012,64.56
Saint Lucia,LCA,2013,63.43
Saint Lucia,LCA,2017,63.762
Saint Lucia,LCA,2018,63.852
Saint Lucia,LCA,2019,64.316
Saint Lucia,LCA,2020,49.614
Saint Lucia,LCA,2021,60.536
Saint Lucia,LCA,2022,62.656
Saint Vincent and the Grenadines,VCT,1960,22.79
Saint Vincent and the Grenadines,VCT,1970,18.73
Saint Vincent and the Grenadines,VCT,1991,44.27
Samoa,WSM,1961,9.54
Samoa,WSM,1966,22.68
Samoa,WSM,1971,14.81
Samoa,WSM,1976,16.48
Samoa,WSM,1981,14.63
Samoa,WSM,1991,40.17
Samoa,WSM,2001,32.17
Samoa,WSM,2006,33.38
Samoa,WSM,2011,23.33
Samoa,WSM,2012,24.387
Samoa,WSM,2014,24.39
Samoa,WSM,2017,41.096
Samoa,WSM,2022,31.408
San Marino,SMR,1976,40.4
San Marino,SMR,1985,49.43
San Marino,SMR,1986,50.53
San Marino,SMR,1987,50.86
San Marino,SMR,1988,51.39
San Marino,SMR,1989,50.97
San Marino,SMR,1990,51.54
San Marino,SMR,1991,52.07
San Marino,SMR,1992,53.17
San Marino,SMR,1993,54.23
San Marino,SMR,1995,54.56
San Marino,SMR,1996,55.42
San Marino,SMR,1997,55.96
San Marino,SMR,1998,56.45
San Marino,SMR,1999,57.32
San Marino,SMR,2001,54.24
San Marino,SMR,2002,54.45
San Marino,SMR,2003,53.8
San Marino,SMR,2015,60
San Marino,SMR,2017,70.91
San Marino,SMR,2018,71.2
San Marino,SMR,2019,71.53
San Marino,SMR,2020,70.46
San Marino,SMR,2021,70.96
San Marino,SMR,2022,70.36
Sao Tome and Principe,STP,1981,36.87
Sao Tome and Principe,STP,2000,33.5
Sao Tome and Principe,STP,2006,28.76
Sao Tome and Principe,STP,2017,22.976
Saudi Arabia,SAU,1992,14.49
Saudi Arabia,SAU,1999,16.845
Saudi Arabia,SAU,2000,15.915
Saudi Arabia,SAU,2001,15.544
Saudi Arabia,SAU,2002,15.507
Saudi Arabia,SAU,2006,18.569
Saudi Arabia,SAU,2007,18.143
Saudi Arabia,SAU,2008,17.793
Saudi Arabia,SAU,2009,17.389
Saudi Arabia,SAU,2011,19.76
Saudi Arabia,SAU,2012,20.29
Saudi Arabia,SAU,2013,20.058
Saudi Arabia,SAU,2014,20.4
Saudi Arabia,SAU,2015,21.4
Saudi Arabia,SAU,2016,22.23
Saudi Arabia,SAU,2017,20.094
Saudi Arabia,SAU,2018,22.004
Saudi Arabia,SAU,2019,24.56
Saudi Arabia,SAU,2020,29.508
Saudi Arabia,SAU,2021,34.554
Saudi Arabia,SAU,2022,34.457
Saudi Arabia,SAU,2023,34.611
Senegal,SEN,1988,24.26
Senegal,SEN,1991,54.5
Senegal,SEN,2006,33.94
Senegal,SEN,2011,43.763
Senegal,SEN,2015,34.503
Senegal,SEN,2016,39.34
Senegal,SEN,2017,36.205
Senegal,SEN,2019,37.476
Senegal,SEN,2022,38.406
Serbia,SRB,2004,47
Serbia,SRB,2005,44.6
Serbia,SRB,2006,42.53
Serbia,SRB,2007,42.82
Serbia,SRB,2008,43.378
Serbia,SRB,2009,41.349
Serbia,SRB,2010,39.027
Serbia,SRB,2011,37.991
Serbia,SRB,2012,38.295
Serbia,SRB,2013,40.446
Serbia,SRB,2014,43.824
Serbia,SRB,2015,43.465
Serbia,SRB,2016,45.445
Serbia,SRB,2017,46.292
Serbia,SRB,2018,46.69
Serbia,SRB,2019,47.097
Serbia,SRB,2020,46.51
Serbia,SRB,2021,48.929
Serbia,SRB,2022,50.173
Serbia,SRB,2023,51.505
Seychelles,SYC,1960,54.17
Seychelles,SYC,1971,41.79
Seychelles,SYC,1977,51.03
Seychelles,SYC,1994,59.14
Seychelles,SYC,2011,61.91
Seychelles,SYC,2014,66.853
Seychelles,SYC,2015,67.228
Seychelles,SYC,2016,66.212
Seychelles,SYC,2017,66.864
Seychelles,SYC,2018,66.361
Seychelles,SYC,2019,63.36
Seychelles,SYC,2020,64.289
Seychelles,SYC,2023,61.277
Sierra Leone,SLE,1963,44.98
Sierra Leone,SLE,2003,64.66
Sierra Leone,SLE,2004,65.93
Sierra Leone,SLE,2014,56.342
Sierra Leone,SLE,2018,51.579
Singapore,SGP,1970,29.54
Singapore,SGP,1975,34.87
Singapore,SGP,1976,36.43
Singapore,SGP,1977,37.93
Singapore,SGP,1978,40.14
Singapore,SGP,1979,41.88
Singapore,SGP,1980,44.29
Singapore,SGP,1982,45.21
Singapore,SGP,1983,45.68
Singapore,SGP,1984,45.85
Singapore,SGP,1985,44.86
Singapore,SGP,1986,45.62
Singapore,SGP,1987,46.95
Singapore,SGP,1988,47.79
Singapore,SGP,1989,48.43
Singapore,SGP,1991,37.88
Singapore,SGP,1992,42.53
Singapore,SGP,1993,41.37
Singapore,SGP,1994,41.69
Singapore,SGP,1995,40.1
Singapore,SGP,1996,41
Singapore,SGP,1997,40.07
Singapore,SGP,1998,39.1
Singapore,SGP,1999,50.69
Singapore,SGP,2000,40.58
Singapore,SGP,2001,51.59
Singapore,SGP,2002,50.59
Singapore,SGP,2003,50.91
Singapore,SGP,2004,51.3
Singapore,SGP,2005,52
Singapore,SGP,2006,54.25
Singapore,SGP,2007,53.08
Singapore,SGP,2008,55.61
Singapore,SGP,2009,55.16
Singapore,SGP,2010,56.46
Singapore,SGP,2011,56.97
Singapore,SGP,2012,57.69
Singapore,SGP,2013,58.1
Singapore,SGP,2014,58.64
Singapore,SGP,2015,60.42
Singapore,SGP,2016,60.38
Singapore,SGP,2017,59.82
Singapore,SGP,2018,60.2
Singapore,SGP,2019,61.12
Singapore,SGP,2020,61.17
Singapore,SGP,2021,64.165
Singapore,SGP,2022,63.366
Singapore,SGP,2023,62.641
Slovakia,SVK,1991,59.7
Slovakia,SVK,1993,55.12
Slovakia,SVK,1994,51.362
Slovakia,SVK,1995,51.485
Slovakia,SVK,1996,52.268
Slovakia,SVK,1997,51.77
Slovakia,SVK,1998,51.313
Slovakia,SVK,1999,51.79
Slovakia,SVK,2000,52.5
Slovakia,SVK,2001,52.912
Slovakia,SVK,2002,52.479
Slovakia,SVK,2003,52.904
Slovakia,SVK,2004,52.559
Slovakia,SVK,2005,51.319
Slovakia,SVK,2006,50.729
Slovakia,SVK,2007,50.608
Slovakia,SVK,2008,51.018
Slovakia,SVK,2009,50.315
Slovakia,SVK,2010,50.827
Slovakia,SVK,2011,50.161
Slovakia,SVK,2012,50.687
Slovakia,SVK,2013,51.043
Slovakia,SVK,2014,51.927
Slovakia,SVK,2015,51.979
Slovakia,SVK,2016,52.573
Slovakia,SVK,2017,52.699
Slovakia,SVK,2018,52.318
Slovakia,SVK,2019,52.299
Slovakia,SVK,2020,51.918
Slovakia,SVK,2021,55.082
Slovakia,SVK,2022,56.175
Slovakia,SVK,2023,56.257
Slovenia,SVN,1991,54.06
Slovenia,SVN,1993,46.79
Slovenia,SVN,1994,51.3
Slovenia,SVN,1995,52.13
Slovenia,SVN,1996,53.309
Slovenia,SVN,1997,54.415
Slovenia,SVN,1998,55.041
Slovenia,SVN,1999,53.258
Slovenia,SVN,2000,53.388
Slovenia,SVN,2001,51.126
Slovenia,SVN,2002,51.9
Slovenia,SVN,2003,50.179
Slovenia,SVN,2004,52.827
Slovenia,SVN,2005,52.893
Slovenia,SVN,2006,53.263
Slovenia,SVN,2007,53.323
Slovenia,SVN,2008,53.539
Slovenia,SVN,2009,53.603
Slovenia,SVN,2010,53.254
Slovenia,SVN,2011,52.332
Slovenia,SVN,2012,52.217
Slovenia,SVN,2013,51.601
Slovenia,SVN,2014,52.224
Slovenia,SVN,2015,51.889
Slovenia,SVN,2016,52.008
Slovenia,SVN,2017,53.807
Slovenia,SVN,2018,53.751
Slovenia,SVN,2019,53.225
Slovenia,SVN,2020,53.167
Slovenia,SVN,2021,54.048
Slovenia,SVN,2022,54.245
Slovenia,SVN,2023,53.809
Solomon Islands,SLB,1999,15.108
Solomon Islands,SLB,2005,65.474
Solomon Islands,SLB,2009,62.23
Solomon Islands,SLB,2013,83.903
Somalia,SOM,2019,21.461
South Africa,ZAF,1960,16.63
South Africa,ZAF,1970,24.09
South Africa,ZAF,1980,22.83
South Africa,ZAF,1985,26.69
South Africa,ZAF,1991,29.54
South Africa,ZAF,1994,38.9
South Africa,ZAF,1996,36.6
South Africa,ZAF,1997,33.8
South Africa,ZAF,1998,37.1
South Africa,ZAF,1999,43.9
South Africa,ZAF,2000,42.613
South Africa,ZAF,2001,52.895
South Africa,ZAF,2002,52.518
South Africa,ZAF,2003,50.449
South Africa,ZAF,2004,48.31
South Africa,ZAF,2005,50.365
South Africa,ZAF,2006,51.873
South Africa,ZAF,2007,50.781
South Africa,ZAF,2008,47.932
South Africa,ZAF,2009,46.258
South Africa,ZAF,2010,44.637
South Africa,ZAF,2011,45.034
South Africa,ZAF,2012,45.219
South Africa,ZAF,2013,46.167
South Africa,ZAF,2014,46.393
South Africa,ZAF,2015,47.637
South Africa,ZAF,2016,47.649
South Africa,ZAF,2017,48.525
South Africa,ZAF,2018,48.423
South Africa,ZAF,2019,48.494
South Africa,ZAF,2020,44.078
South Africa,ZAF,2021,45.354
South Africa,ZAF,2022,47.071
South Africa,ZAF,2023,49.016
South Asia (WB),,1961,38.107956
South Asia (WB),,1971,19.2781
South Asia (WB),,1981,28.47771
South Asia (WB),,1991,34.84293
South Asia (WB),,1994,29.258787
South Asia (WB),,2000,31.80965
South Asia (WB),,2001,37.58759
South Asia (WB),,2005,34.592915
South Asia (WB),,2010,28.870485
South Asia (WB),,2012,26.419888
South Asia (WB),,2018,21.092787
South Asia (WB),,2019,24.156305
South Asia (WB),,2020,26.082644
South Asia (WB),,2021,26.751053
South Asia (WB),,2022,29.932383
South Asia (WB),,2023,35.09681
South Korea,KOR,1960,27.92
South Korea,KOR,1966,31.42
South Korea,KOR,1970,38.36
South Korea,KOR,1975,46.68
South Korea,KOR,1979,28.9
South Korea,KOR,1980,42.76
South Korea,KOR,1981,42.298
South Korea,KOR,1982,43.417
South Korea,KOR,1983,42.822
South Korea,KOR,1984,40.67
South Korea,KOR,1985,41.916
South Korea,KOR,1986,43.098
South Korea,KOR,1987,44.957
South Korea,KOR,1988,45.019
South Korea,KOR,1989,46.558
South Korea,KOR,1990,46.981
South Korea,KOR,1991,47.12
South Korea,KOR,1992,47.118
South Korea,KOR,1993,47.082
South Korea,KOR,1994,47.842
South Korea,KOR,1995,48.389
South Korea,KOR,1996,48.871
South Korea,KOR,1997,49.755
South Korea,KOR,1998,47.059
South Korea,KOR,1999,47.623
South Korea,KOR,2000,49.386
South Korea,KOR,2001,50.014
South Korea,KOR,2002,50.429
South Korea,KOR,2003,49.514
South Korea,KOR,2004,50.736
South Korea,KOR,2005,50.817
South Korea,KOR,2006,51.044
South Korea,KOR,2007,50.949
South Korea,KOR,2008,50.65
South Korea,KOR,2009,49.83
South Korea,KOR,2010,50.042
South Korea,KOR,2011,50.226
South Korea,KOR,2012,50.452
South Korea,KOR,2013,50.768
South Korea,KOR,2014,51.947
South Korea,KOR,2015,52.444
South Korea,KOR,2016,52.654
South Korea,KOR,2017,53.159
South Korea,KOR,2018,53.272
South Korea,KOR,2019,53.851
South Korea,KOR,2020,53.184
South Korea,KOR,2021,53.701
South Korea,KOR,2022,55.041
South Korea,KOR,2023,56.074
South Sudan,SSD,2008,71.574
Spain,ESP,1960,17.72
Spain,ESP,1970,17.87
Spain,ESP,1977,27.85
Spain,ESP,1978,27.68
Spain,ESP,1979,27.56
Spain,ESP,1980,27.19
Spain,ESP,1981,26.81
Spain,ESP,1982,27.23
Spain,ESP,1983,27.82
Spain,ESP,1984,27.73
Spain,ESP,1985,27.81
Spain,ESP,1986,27.666
Spain,ESP,1987,30.285
Spain,ESP,1988,31.736
Spain,ESP,1989,32.028
Spain,ESP,1990,32.634
Spain,ESP,1991,32.6
Spain,ESP,1992,34.596
Spain,ESP,1993,35.122
Spain,ESP,1994,36.344
Spain,ESP,1995,36.802
Spain,ESP,1996,37.321
Spain,ESP,1997,38.076
Spain,ESP,1998,38.418
Spain,ESP,1999,39.12
Spain,ESP,2000,40.703
Spain,ESP,2001,39.564
Spain,ESP,2002,42.126
Spain,ESP,2003,43.62
Spain,ESP,2004,45.009
Spain,ESP,2005,46.493
Spain,ESP,2006,47.932
Spain,ESP,2007,48.979
Spain,ESP,2008,50.348
Spain,ESP,2009,51.456
Spain,ESP,2010,52.179
Spain,ESP,2011,52.809
Spain,ESP,2012,53.454
Spain,ESP,2013,53.396
Spain,ESP,2014,53.119
Spain,ESP,2015,53.119
Spain,ESP,2016,53.038
Spain,ESP,2017,52.647
Spain,ESP,2018,52.436
Spain,ESP,2019,52.691
Spain,ESP,2020,51.618
Spain,ESP,2021,53.065
Spain,ESP,2022,53.218
Spain,ESP,2023,53.351
Sri Lanka,LKA,1963,23.55
Sri Lanka,LKA,1970,13.11
Sri Lanka,LKA,1971,30.7
Sri Lanka,LKA,1981,20.8
Sri Lanka,LKA,1985,37.43
Sri Lanka,LKA,1986,36.21
Sri Lanka,LKA,1990,45.29
Sri Lanka,LKA,1992,36.91
Sri Lanka,LKA,1993,37.85
Sri Lanka,LKA,1994,38.05
Sri Lanka,LKA,1995,35.79
Sri Lanka,LKA,1996,35.47
Sri Lanka,LKA,1997,35.31
Sri Lanka,LKA,1998,41.39
Sri Lanka,LKA,1999,37.65
Sri Lanka,LKA,2000,36.49
Sri Lanka,LKA,2001,31.9
Sri Lanka,LKA,2002,33.6
Sri Lanka,LKA,2003,35.56
Sri Lanka,LKA,2004,34.73
Sri Lanka,LKA,2005,34.55
Sri Lanka,LKA,2006,35.49
Sri Lanka,LKA,2007,36.96
Sri Lanka,LKA,2008,34.26
Sri Lanka,LKA,2009,35.2
Sri Lanka,LKA,2010,34.319
Sri Lanka,LKA,2011,34.197
Sri Lanka,LKA,2012,32.95
Sri Lanka,LKA,2013,34.247
Sri Lanka,LKA,2014,33.554
Sri Lanka,LKA,2015,35.772
Sri Lanka,LKA,2016,35.774
Sri Lanka,LKA,2017,36.529
Sri Lanka,LKA,2018,33.481
Sri Lanka,LKA,2019,34.396
Sri Lanka,LKA,2020,31.955
Sri Lanka,LKA,2021,31.696
Sri Lanka,LKA,2022,31.984
Sudan,SDN,1973,21.61
Sudan,SDN,1983,31.03
Sudan,SDN,1990,23.62
Sudan,SDN,1993,25.94
Sudan,SDN,1996,29.1
Sudan,SDN,2008,25.585
Sudan,SDN,2009,23
Sudan,SDN,2011,28.331
Sudan,SDN,2022,14.394
Suriname,SUR,1964,19
Suriname,SUR,1980,20.56
Suriname,SUR,1987,38.83
Suriname,SUR,1989,36.56
Suriname,SUR,1990,43.93
Suriname,SUR,1992,38.56
Suriname,SUR,1993,31.69
Suriname,SUR,1994,33.67
Suriname,SUR,1995,32.64
Suriname,SUR,1999,33.14
Suriname,SUR,2009,50.03
Suriname,SUR,2010,47.67
Suriname,SUR,2011,49.34
Suriname,SUR,2012,49.96
Suriname,SUR,2013,48.35
Suriname,SUR,2014,50.42
Suriname,SUR,2015,47.65
Suriname,SUR,2016,45.341
Sweden,SWE,1965,37.34
Sweden,SWE,1975,53.08
Sweden,SWE,1976,53.6
Sweden,SWE,1982,66.23
Sweden,SWE,1983,66.82
Sweden,SWE,1984,67.44
Sweden,SWE,1985,68.08
Sweden,SWE,1986,80.55
Sweden,SWE,1987,81.15
Sweden,SWE,1989,82.22
Sweden,SWE,1990,71.245
Sweden,SWE,1991,70.628
Sweden,SWE,1992,69.255
Sweden,SWE,1993,67.635
Sweden,SWE,1994,66.762
Sweden,SWE,1995,66.183
Sweden,SWE,1996,57.363
Sweden,SWE,1997,56.463
Sweden,SWE,1998,54.995
Sweden,SWE,1999,56.417
Sweden,SWE,2000,56.461
Sweden,SWE,2001,58.618
Sweden,SWE,2002,58.725
Sweden,SWE,2003,58.909
Sweden,SWE,2004,58.566
Sweden,SWE,2005,59.121
Sweden,SWE,2006,59.237
Sweden,SWE,2007,59.685
Sweden,SWE,2008,59.803
Sweden,SWE,2009,59.388
Sweden,SWE,2010,67.107
Sweden,SWE,2011,67.864
Sweden,SWE,2012,68.264
Sweden,SWE,2013,68.684
Sweden,SWE,2014,69.113
Sweden,SWE,2015,69.503
Sweden,SWE,2016,69.673
Sweden,SWE,2017,70.219
Sweden,SWE,2018,70.636
Sweden,SWE,2019,71.037
Sweden,SWE,2020,70.388
Sweden,SWE,2021,63.253
Sweden,SWE,2022,63.677
Sweden,SWE,2023,64.382
Switzerland,CHE,1960,35.29
Switzerland,CHE,1970,41.49
Switzerland,CHE,1978,31.67
Switzerland,CHE,1979,32.03
Switzerland,CHE,1980,42.1
Switzerland,CHE,1985,37.38
Switzerland,CHE,1986,37.53
Switzerland,CHE,1988,38.45
Switzerland,CHE,1989,39.1
Switzerland,CHE,1990,49.33
Switzerland,CHE,1991,51.983
Switzerland,CHE,1992,52.24
Switzerland,CHE,1993,52.876
Switzerland,CHE,1994,52.175
Switzerland,CHE,1995,52.145
Switzerland,CHE,1996,56.95
Switzerland,CHE,1997,56.919
Switzerland,CHE,1998,58.148
Switzerland,CHE,1999,58.159
Switzerland,CHE,2000,57.626
Switzerland,CHE,2001,58.825
Switzerland,CHE,2002,59.302
Switzerland,CHE,2003,59.464
Switzerland,CHE,2004,59.113
Switzerland,CHE,2005,59.34
Switzerland,CHE,2006,59.756
Switzerland,CHE,2007,59.936
Switzerland,CHE,2008,61.296
Switzerland,CHE,2009,61.561
Switzerland,CHE,2010,59.981
Switzerland,CHE,2011,60.537
Switzerland,CHE,2012,60.839
Switzerland,CHE,2013,61.144
Switzerland,CHE,2014,61.904
Switzerland,CHE,2015,62.283
Switzerland,CHE,2016,62.837
Switzerland,CHE,2017,62.611
Switzerland,CHE,2018,62.913
Switzerland,CHE,2019,62.982
Switzerland,CHE,2020,62.511
Switzerland,CHE,2021,62.53
Switzerland,CHE,2022,61.922
Switzerland,CHE,2023,62.566
Syria,SYR,1960,7.88
Syria,SYR,1970,8.63
Syria,SYR,1981,7.14
Syria,SYR,1983,11.89
Syria,SYR,1984,12.09
Syria,SYR,1989,8.25
Syria,SYR,1991,10.24
Syria,SYR,1993,19.5
Syria,SYR,1995,20.154
Syria,SYR,1997,11.3
Syria,SYR,1998,16.71
Syria,SYR,1999,20
Syria,SYR,2000,20.63
Syria,SYR,2001,21.32
Syria,SYR,2002,23.46
Syria,SYR,2003,18.84
Syria,SYR,2006,14.96
Syria,SYR,2007,14.08
Syria,SYR,2008,14.72
Syria,SYR,2009,13.01
Syria,SYR,2010,12.94
Syria,SYR,2011,14.8
Tajikistan,TJK,1996,28.17
Tajikistan,TJK,2003,44.38
Tajikistan,TJK,2004,52.25
Tajikistan,TJK,2009,29.197
Tajikistan,TJK,2016,32.64
Tanzania,TZA,1978,82.12
Tanzania,TZA,2001,84.406
Tanzania,TZA,2006,87.15
Tanzania,TZA,2008,91.747
Tanzania,TZA,2010,81.717
Tanzania,TZA,2011,80.88
Tanzania,TZA,2012,71.948
Tanzania,TZA,2013,73.96
Tanzania,TZA,2014,80.132
Tanzania,TZA,2020,76.157
Thailand,THA,1976,43.68
Thailand,THA,1978,75.32
Thailand,THA,1979,72.01
Thailand,THA,1980,76.59
Thailand,THA,1982,78.38
Thailand,THA,1984,76.33
Thailand,THA,1987,76.16
Thailand,THA,1988,76.5
Thailand,THA,1989,76.82
Thailand,THA,1990,76.29
Thailand,THA,1994,65.16
Thailand,THA,1996,66.94
Thailand,THA,1997,67.44
Thailand,THA,1998,65.79
Thailand,THA,1999,64.18
Thailand,THA,2000,64.89
Thailand,THA,2001,65.04
Thailand,THA,2003,65.04
Thailand,THA,2004,65.13
Thailand,THA,2005,66.3
Thailand,THA,2006,65.11
Thailand,THA,2007,65.95
Thailand,THA,2008,65.75
Thailand,THA,2009,64.66
Thailand,THA,2010,63.672
Thailand,THA,2011,65.9
Thailand,THA,2012,65.28
Thailand,THA,2013,62.066
Thailand,THA,2014,61.532
Thailand,THA,2015,61.097
Thailand,THA,2016,60.181
Thailand,THA,2017,59.388
Thailand,THA,2018,59.653
Thailand,THA,2019,59.006
Thailand,THA,2020,59.188
Thailand,THA,2021,59.226
Thailand,THA,2022,59.857
Thailand,THA,2023,60.613
Togo,TGO,1960,38.91
Togo,TGO,1970,30.88
Togo,TGO,1980,54.71
Togo,TGO,1981,50.7
Togo,TGO,2006,81.075
Togo,TGO,2011,76.402
Togo,TGO,2015,61.236
Togo,TGO,2017,55.915
Togo,TGO,2019,71.353
Togo,TGO,2022,68.921
Tonga,TON,1966,5.38
Tonga,TON,1976,13.5
Tonga,TON,1984,18.72
Tonga,TON,1986,17.94
Tonga,TON,1990,36.05
Tonga,TON,1994,45.36
Tonga,TON,2003,34.2
Tonga,TON,2018,42.829
Tonga,TON,2021,50.542
Trinidad and Tobago,TTO,1960,30.61
Trinidad and Tobago,TTO,1970,25.6
Trinidad and Tobago,TTO,1971,19.71
Trinidad and Tobago,TTO,1974,23.09
Trinidad and Tobago,TTO,1978,23.79
Trinidad and Tobago,TTO,1979,37.31
Trinidad and Tobago,TTO,1980,30.28
Trinidad and Tobago,TTO,1981,37.42
Trinidad and Tobago,TTO,1983,38.29
Trinidad and Tobago,TTO,1985,39.54
Trinidad and Tobago,TTO,1986,38.96
Trinidad and Tobago,TTO,1987,39.61
Trinidad and Tobago,TTO,1988,42.27
Trinidad and Tobago,TTO,1989,41.18
Trinidad and Tobago,TTO,1990,37.87
Trinidad and Tobago,TTO,1991,45.05
Trinidad and Tobago,TTO,1992,44.2
Trinidad and Tobago,TTO,1993,43.46
Trinidad and Tobago,TTO,1994,44.3
Trinidad and Tobago,TTO,1995,44.95
Trinidad and Tobago,TTO,1996,46.8
Trinidad and Tobago,TTO,1997,45.9
Trinidad and Tobago,TTO,1998,46.96
Trinidad and Tobago,TTO,1999,46.61
Trinidad and Tobago,TTO,2000,47.02
Trinidad and Tobago,TTO,2001,46.8
Trinidad and Tobago,TTO,2002,47.46
Trinidad and Tobago,TTO,2003,48.9
Trinidad and Tobago,TTO,2004,50.8
Trinidad and Tobago,TTO,2005,52.4
Trinidad and Tobago,TTO,2006,53.14
Trinidad and Tobago,TTO,2007,51.73
Trinidad and Tobago,TTO,2008,52.55
Trinidad and Tobago,TTO,2009,51.1
Trinidad and Tobago,TTO,2010,49.662
Trinidad and Tobago,TTO,2011,48.368
Trinidad and Tobago,TTO,2012,50.788
Trinidad and Tobago,TTO,2013,50.424
Trinidad and Tobago,TTO,2014,51.222
Trinidad and Tobago,TTO,2015,49.366
Trinidad and Tobago,TTO,2016,49.604
Trinidad and Tobago,TTO,2019,47.9
Trinidad and Tobago,TTO,2020,46.621
Trinidad and Tobago,TTO,2021,46.313
Trinidad and Tobago,TTO,2022,47.275
Tunisia,TUN,1966,5.52
Tunisia,TUN,1975,19.49
Tunisia,TUN,1980,19.48
Tunisia,TUN,1984,21.88
Tunisia,TUN,1989,20.32
Tunisia,TUN,1994,22.88
Tunisia,TUN,1997,23.67
Tunisia,TUN,2003,17.5
Tunisia,TUN,2005,23.615
Tunisia,TUN,2006,24.392
Tunisia,TUN,2007,24.485
Tunisia,TUN,2008,24.731
Tunisia,TUN,2009,24.797
Tunisia,TUN,2010,24.847
Tunisia,TUN,2011,24.875
Tunisia,TUN,2012,25.773
Tunisia,TUN,2013,25.576
Tunisia,TUN,2014,21.141
Tunisia,TUN,2015,26.035
Tunisia,TUN,2016,26.602
Tunisia,TUN,2017,26.488
Tunisia,TUN,2019,28.128
Tunisia,TUN,2022,27.291
Tunisia,TUN,2023,26.676
Turkey,TUR,1960,65.44
Turkey,TUR,1965,56.68
Turkey,TUR,1970,50.87
Turkey,TUR,1975,47.41
Turkey,TUR,1980,46.23
Turkey,TUR,1985,44.27
Turkey,TUR,1988,36.01
Turkey,TUR,1989,37.36
Turkey,TUR,1990,34.152
Turkey,TUR,1991,34.138
Turkey,TUR,1992,32.717
Turkey,TUR,1993,26.79
Turkey,TUR,1994,31.283
Turkey,TUR,1995,30.922
Turkey,TUR,1996,30.568
Turkey,TUR,1997,28.809
Turkey,TUR,1998,29.257
Turkey,TUR,1999,29.993
Turkey,TUR,2000,26.568
Turkey,TUR,2001,27.138
Turkey,TUR,2002,27.909
Turkey,TUR,2003,26.583
Turkey,TUR,2004,23.335
Turkey,TUR,2005,23.294
Turkey,TUR,2006,23.592
Turkey,TUR,2007,23.603
Turkey,TUR,2008,24.48
Turkey,TUR,2009,26.028
Turkey,TUR,2010,27.611
Turkey,TUR,2011,28.809
Turkey,TUR,2012,29.492
Turkey,TUR,2013,30.761
Turkey,TUR,2014,30.261
Turkey,TUR,2015,31.505
Turkey,TUR,2016,32.454
Turkey,TUR,2017,33.587
Turkey,TUR,2018,34.173
Turkey,TUR,2019,34.361
Turkey,TUR,2020,30.887
Turkey,TUR,2021,32.824
Turkey,TUR,2022,35.066
Turkey,TUR,2023,35.802
Turks and Caicos Islands,TCA,1960,48.97
Turks and Caicos Islands,TCA,1970,17.79
Turks and Caicos Islands,TCA,1980,54.44
Tuvalu,TUV,2002,47.01
Tuvalu,TUV,2016,38.34
Tuvalu,TUV,2017,38.584
Tuvalu,TUV,2022,35.22
Uganda,UGA,2002,81.9
Uganda,UGA,2003,37.38
Uganda,UGA,2009,84.33
Uganda,UGA,2010,70.19
